,Rk,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary,Acquired
449,433,Sean Manaea*,27,OAK,12.0,2,2,1,0.75,4.66,0.08,0.22,89.7,4.30,5,0.5,,0.0,0.6,6,.756,.503,"$3,150,000",Traded
450,434,Joe Mantiply*,28,NYY,3.0,1,0,3,9.00,4.34,0.05,-0.29,92.0,3.68,-2,-0.2,.56,0.0,-0.1,-1,.349,.499,,Purchased
451,435,Dillon Maples,27,CHC,9.1,11,0,7,6.75,4.90,0.04,-0.34,99.8,4.51,-2,-0.2,.89,0.0,-0.1,-1,.480,.499,,Amateur Draft
452,436,Nick Margevicius*,23,SDP,56.0,15,12,43,6.91,4.77,0.26,0.18,100.8,4.73,-13,-1.2,.22,0.0,-0.7,-8,.419,.492,,Amateur Draft
453,437,Parker Markel,28,2TM,15.1,13,0,20,11.74,4.73,-0.52,-0.32,100.7,4.96,-11,-1.0,.30,0.3,-0.6,-10,.419,.497,,Waivers
454,438,German Marquez,24,COL,174.0,28,28,96,4.97,4.89,-0.06,0.22,115.1,5.95,20,2.1,,-0.1,3.6,35,.577,.513,"$565,000",Traded
455,439,Evan Marshall,29,CHW,41.0,46,0,16,3.51,5.00,-0.45,-0.33,100.3,5.14,7,0.7,1.42,0.0,1.2,12,.515,.504,,Free Agency
456,440,Brett Martin*,24,TEX,55.0,45,2,32,5.24,5.10,-0.31,-0.33,111.8,5.69,2,0.2,.78,-0.2,0.6,9,.505,.501,,Amateur Draft
457,441,Chris Martin,33,2TM,51.1,53,0,23,4.03,5.07,-0.14,-0.34,109.3,5.34,7,0.7,1.26,0.0,1.3,13,.514,.504,"$2,250,000",Traded
458,442,Corbin Martin,23,HOU,19.1,5,5,14,6.52,4.68,0.36,0.22,97.7,4.43,-5,-0.4,,0.0,-0.2,-2,.417,.497,,Amateur Draft
459,443,Russell Martin,36,LAD,4.0,4,0,0,0.00,4.53,0.51,-0.31,92.9,3.45,2,0.2,.00,-0.1,0.1,2,.540,.501,"$20,000,000",Traded
460,444,Carlos Martinez,27,STL,41.0,39,0,15,3.29,4.67,0.24,-0.32,95.4,3.92,3,0.3,1.69,0.0,0.7,7,.508,.502,"$11,700,000",Free Agency
461,445,Nick Martini*,29,OAK,1.0,1,0,0,0.00,5.70,0.08,-0.38,96.0,5.03,1,0.1,.00,0.0,0.0,1,.556,.500,"$557,500",Free Agency
462,446,James Marvel,25,PIT,5.0,1,1,2,3.60,5.20,-0.46,0.23,96.0,5.65,1,0.1,,0.0,0.2,2,.628,.501,,Amateur Draft
463,447,Jeff Mathis,36,TEX,2.0,2,0,2,9.00,5.11,-0.39,-0.34,92.4,4.77,-1,-0.1,.00,0.0,0.0,-1,.455,.499,"$3,250,000",Free Agency
464,448,Phil Maton,26,2TM,33.2,28,0,27,7.22,5.01,0.28,-0.34,100.4,4.40,-10,-1.0,.52,0.1,-0.6,-7,.464,.495,"$562,900",Traded
465,449,Steven Matz*,28,NYM,139.1,28,26,70,4.52,4.75,-0.47,0.20,91.9,4.98,8,0.8,1.10,-0.1,2.0,20,.530,.505,"$2,625,000",Amateur Draft
466,450,Dustin May,21,LAD,25.2,7,4,17,5.96,4.64,0.60,0.14,91.3,3.81,-6,-0.6,1.18,0.0,-0.4,-4,.421,.497,,Amateur Draft
467,Rk,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary,Acquired
468,451,Trevor May,29,MIN,55.1,57,0,22,3.58,4.71,-0.02,-0.31,98.6,4.36,4,0.4,1.14,-0.1,0.9,11,.508,.503,"$900,000",Traded
469,452,Mike Mayers,27,STL,16.2,14,0,14,7.56,4.90,0.31,-0.34,95.4,4.06,-6,-0.6,.63,0.1,-0.4,-5,.456,.496,"$563,700",Amateur Draft
470,453,Tim Mayza*,27,TOR,50.2,66,0,29,5.15,5.15,-0.11,-0.34,98.1,4.83,-2,-0.2,1.18,-0.1,0.2,4,.497,.499,"$568,300",Amateur Draft
471,454,Chris Mazza,29,NYM,11.2,6,0,10,7.71,4.84,-0.60,-0.15,90.4,4.78,-4,-0.4,.55,0.0,-0.2,-3,.441,.498,,Rule 5 Draft
472,455,Kevin McCarthy,27,KCR,49.2,46,0,29,5.26,4.76,0.10,-0.31,105.3,4.57,-4,-0.4,1.08,-0.1,0.0,2,.492,.498,"$578,250",Amateur Draft
473,456,Reggie McClain,26,SEA,16.0,10,2,14,7.88,5.10,-0.60,-0.26,94.3,5.12,-5,-0.5,.77,0.0,-0.3,-3,.453,.497,,Amateur Draft
474,457,T.J. McFarland*,30,ARI,53.1,46,0,35,5.91,4.81,0.43,-0.33,103.7,4.20,-10,-1.0,.95,-0.1,-0.6,-5,.479,.494,"$1,400,000",Free Agency
475,458,Jake McGee*,32,COL,39.0,42,0,24,5.54,5.09,-0.07,-0.35,117.3,5.64,1,0.1,.71,-0.1,0.3,4,.502,.500,"$8,500,000",Free Agency
476,459,Kyle McGowin,27,WSN,16.0,7,1,19,10.69,4.60,-0.12,-0.19,108.6,4.92,-10,-0.9,.11,0.3,-0.5,-9,.372,.494,,Traded
477,460,Collin McHugh,32,HOU,74.2,35,8,41,4.94,5.07,0.31,-0.02,98.0,4.64,-3,-0.3,.64,-0.1,0.4,6,.492,.498,"$5,800,000",Waivers
478,461,Brendan McKay*,23,TBR,39.1,9,9,26,5.95,4.79,0.23,0.22,97.1,4.64,-6,-0.5,,0.0,-0.2,-1,.439,.497,,Amateur Draft
479,462,David McKay,24,2TM,20.0,18,0,13,5.85,5.33,-0.38,-0.35,100.4,5.39,-1,-0.1,.30,0.0,0.1,1,.494,.500,,Waivers
480,463,Alex McRae,26,PIT,20.1,7,2,23,10.18,4.78,-0.46,-0.05,100.9,5.24,-11,-1.0,.95,0.0,-0.8,-9,.362,.494,,Amateur Draft
481,464,John Means*,26,BAL,131.0,27,23,57,3.92,4.77,-0.41,0.19,104.8,5.62,24,2.5,1.71,-0.1,3.7,39,.592,.515,"$555,500",Amateur Draft
482,465,Adalberto Mejia*,26,3TM,28.0,29,0,25,8.04,5.18,0.01,-0.34,95.8,4.63,-11,-1.0,1.06,0.0,-0.8,-8,.466,.498,"$560,000",Waivers
483,466,Mark Melancon,34,2TM,61.0,60,0,28,4.13,4.92,0.25,-0.34,97.3,4.22,1,0.1,1.13,-0.2,0.5,6,.502,.501,"$14,000,000",Traded
484,467,Tim Melville,29,COL,19.2,4,4,8,3.66,4.68,-0.06,0.21,114.4,5.66,5,0.5,,0.0,0.7,6,.622,.503,,Free Agency
485,468,Yohander Mendez*,24,TEX,2.1,1,0,1,3.86,4.34,-0.08,-0.29,104.0,4.30,0,0.0,1.37,0.0,0.0,0,.510,.500,"$558,000",Amateur Free Agent
486,469,Conner Menez*,24,SFG,14.0,5,3,10,6.43,5.08,0.24,0.17,90.2,4.52,-3,-0.3,.18,0.0,-0.2,-2,.446,.498,,Amateur Draft
487,470,Daniel Mengden,26,OAK,55.2,11,9,30,4.85,5.03,0.13,0.21,91.8,4.68,-1,-0.1,.79,0.0,0.4,5,.488,.499,,Traded
488,471,Keynan Middleton,25,LAA,3.2,5,0,0,0.00,4.92,-0.05,-0.32,95.1,4.42,2,0.2,1.34,0.0,0.2,2,.535,.501,"$563,500",Amateur Draft
489,472,Miles Mikolas,30,STL,165.1,29,29,82,4.46,4.74,0.29,0.21,95.4,4.44,1,0.1,,-0.1,1.5,15,.504,.501,"$8,000,000",Free Agency
490,473,Wade Miley*,32,HOU,156.0,29,29,67,3.87,4.93,0.34,0.23,99.3,4.78,15,1.5,,-0.1,2.9,33,.551,.509,"$4,500,000",Free Agency
491,474,Andrew Miller*,34,STL,46.0,63,0,26,5.09,4.96,0.21,-0.34,95.7,4.22,-4,-0.4,1.68,-0.2,-0.2,0,.494,.498,"$11,000,000",Free Agency
492,475,Justin Miller,32,WSN,15.2,17,0,8,4.60,5.22,-0.11,-0.36,103.4,5.15,1,0.1,1.06,0.0,0.2,2,.507,.501,"$593,200",Free Agency
493,Rk,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary,Acquired
494,476,Shelby Miller,28,TEX,44.0,19,8,46,9.41,5.09,-0.34,0.05,111.7,6.12,-16,-1.5,.63,0.0,-1.0,-11,.422,.491,"$2,000,000",Free Agency
495,477,Alec Mills,27,CHC,21.1,5,2,9,3.80,4.39,0.05,0.08,99.4,4.38,2,0.2,.07,0.0,0.3,3,.532,.501,,Traded
496,478,Hoby Milner*,28,TBR,3.2,4,0,3,7.36,5.41,0.27,-0.36,94.0,4.50,-1,-0.1,.97,0.0,-0.1,-1,.472,.499,,Purchased
497,479,Tommy Milone*,32,SEA,97.2,20,6,56,5.16,4.88,-0.52,0.21,94.1,5.29,1,0.1,1.03,-0.1,1.0,12,.504,.500,,Free Agency
498,480,Juan Minaya,28,CHW,27.2,22,0,13,4.23,5.06,-0.47,-0.33,101.0,5.25,3,0.3,.42,-0.2,0.4,6,.513,.502,,Waivers
499,481,Mike Minor*,31,TEX,189.2,29,29,68,3.23,5.03,-0.27,0.23,109.4,6.04,58,6.3,,-0.1,8.0,80,.718,.539,"$9,833,333",Free Agency
500,482,A.J. Minter*,25,ATL,28.2,35,0,22,6.91,4.79,0.19,-0.33,105.0,4.49,-7,-0.7,1.46,-0.2,-0.7,-5,.479,.495,"$575,000",Amateur Draft
501,483,Frankie Montas,26,OAK,90.0,15,15,34,3.40,4.73,0.11,0.22,97.4,4.70,12,1.3,,-0.1,2.1,23,.585,.508,"$560,000",Traded
502,484,Rafael Montero,28,TEX,22.0,15,0,5,2.05,4.97,-0.25,-0.33,105.2,5.15,7,0.7,1.36,0.1,1.1,10,.550,.505,,Free Agency
503,485,Mike Montgomery*,29,2TM,77.1,30,10,46,5.35,4.63,0.08,0.03,104.2,4.77,-5,-0.5,1.29,-0.2,0.1,3,.483,.498,"$2,440,000",Traded
504,486,Andrew Moore,25,SEA,4.2,1,1,4,7.71,5.69,-0.64,0.26,88.0,5.81,-1,-0.1,,0.0,-0.1,0,.409,.499,,Waivers
505,487,Dylan Moore,26,SEA,1.0,1,0,4,36.00,3.95,-1.40,-0.26,88.0,4.47,-4,-0.3,.00,0.1,-0.1,-3,.246,.498,"$565,000",Free Agency
506,488,Matt Moore*,30,DET,10.0,2,2,0,0.00,4.56,-0.30,0.21,99.6,5.06,6,0.6,,0.0,0.7,7,.808,.504,"$2,500,000",Free Agency
507,489,Kendrys Morales,36,OAK,1.0,1,0,1,9.00,4.65,0.16,-0.31,88.0,3.68,-1,-0.1,.00,0.0,0.0,0,.445,.500,"$12,000,000",Traded
508,490,Brian Moran*,30,MIA,3.1,3,0,1,2.70,4.68,-0.01,-0.32,93.1,4.07,1,0.1,.43,0.0,0.1,1,.518,.500,,Free Agency
509,491,Adrian Morejon*,20,SDP,8.0,5,2,9,10.13,5.27,0.28,-0.06,90.9,4.48,-5,-0.5,.13,0.1,-0.3,-4,.409,.497,,Amateur Free Agent
510,492,Adam Morgan*,29,PHI,29.2,40,0,14,4.25,4.87,0.10,-0.33,103.4,4.59,1,0.1,1.57,0.0,0.4,4,.503,.501,"$1,100,000",Amateur Draft
511,493,Mike Morin,28,2TM,43.2,44,0,23,4.74,4.76,0.05,-0.32,98.8,4.34,-2,-0.2,1.00,-0.1,0.1,2,.496,.499,,Free Agency
512,494,Reyes Moronta,26,SFG,56.2,56,0,19,3.02,4.85,0.23,-0.33,95.3,4.08,7,0.7,1.48,0.1,1.3,12,.513,.504,"$567,500",Amateur Free Agent
513,495,Charlie Morton,35,TBR,176.1,30,30,66,3.37,4.99,0.20,0.23,96.4,4.84,28,2.9,,-0.1,4.4,48,.595,.518,"$15,000,000",Free Agency
514,496,Andres Munoz,20,SDP,21.1,20,0,4,1.69,4.79,0.17,-0.33,91.4,3.93,5,0.6,1.15,0.0,0.8,7,.528,.503,,Amateur Free Agent
515,497,Yairo Munoz,24,STL,1.0,1,0,0,0.00,4.82,0.00,0.22,96.0,4.83,1,0.1,1.00,0.0,0.1,1,.557,.500,"$562,000",Traded
516,498,John Ryan Murphy,28,ARI,3.0,2,0,9,27.00,5.92,0.80,-0.41,87.8,4.14,-8,-0.5,.01,0.3,-0.3,-7,.227,.497,"$900,000",Traded
517,499,Tom Murphy,28,SEA,3.0,3,0,2,6.00,5.32,-0.47,-0.35,88.0,4.78,0,0.0,.00,0.0,0.0,0,.486,.500,,Traded
518,500,Harrison Musgrave*,27,COL,10.0,10,0,4,3.60,4.97,-0.06,-0.34,121.2,5.68,2,0.2,.85,0.0,0.3,3,.524,.502,"$557,000",Amateur Draft
519,Rk,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary,Acquired
520,501,Joe Musgrove,26,PIT,154.1,29,28,91,5.31,4.81,-0.42,0.20,98.8,5.36,2,0.2,1.14,-0.1,1.5,15,.508,.501,"$582,500",Traded
521,502,Jimmy Nelson,30,MIL,16.1,6,3,16,8.82,4.47,0.22,0.06,99.2,4.28,-8,-0.7,.24,0.1,-0.5,-7,.379,.496,"$3,700,000",Amateur Draft
522,503,Hector Neris,30,PHI,61.0,61,0,22,3.25,4.69,0.09,-0.32,102.8,4.39,8,0.8,1.80,0.2,1.6,14,.514,.505,"$1,800,000",Amateur Free Agent
523,504,Pat Neshek,38,PHI,18.0,20,0,11,5.50,4.64,0.15,-0.32,105.4,4.41,-2,-0.2,1.09,0.0,-0.1,0,.490,.499,"$7,750,000",Free Agency
524,505,Dovydas Neverauskas,26,PIT,9.1,10,0,11,10.61,5.07,-0.49,-0.35,98.3,5.12,-6,-0.5,.57,0.1,-0.4,-5,.446,.497,,Amateur Free Agent
525,506,Jake Newberry,24,KCR,28.0,24,0,10,3.21,4.81,0.08,-0.32,102.8,4.54,4,0.4,1.11,0.0,0.6,7,.516,.502,,Amateur Draft
526,507,Sean Newcomb*,26,ATL,63.0,49,4,26,3.71,4.82,0.18,-0.21,102.6,4.54,6,0.6,1.39,0.0,1.2,12,.513,.504,"$575,000",Traded
527,508,Juan Nicasio,32,PHI,45.2,45,0,27,5.32,4.78,0.12,-0.33,103.1,4.46,-4,-0.4,1.02,-0.1,-0.1,0,.491,.498,"$9,250,000",Traded
528,509,Hector Noesi,32,MIA,23.0,8,4,25,9.78,4.63,-0.01,0.10,99.8,4.73,-13,-1.1,.30,0.1,-0.9,-11,.361,.493,,Free Agency
529,510,Stephen Nogosek,24,NYM,6.2,7,0,8,10.80,4.83,-0.62,-0.33,96.9,4.96,-4,-0.4,.37,0.1,-0.2,-4,.442,.497,,Traded
530,511,Aaron Nola,26,PHI,184.2,31,31,80,3.90,4.65,0.10,0.20,103.6,4.92,22,2.4,,-0.1,3.9,38,.576,.515,"$4,500,000",Amateur Draft
531,512,Daniel Norris*,26,DET,135.1,29,26,74,4.92,4.87,-0.41,0.19,102.9,5.63,10,1.0,.63,-0.1,2.2,25,.534,.506,"$1,275,000",Traded
532,513,James Norwood,25,CHC,2.0,2,0,0,0.00,4.38,0.04,-0.30,96.6,3.90,1,0.1,.55,0.0,0.1,1,.546,.501,,Amateur Draft
533,514,Ivan Nova,32,CHW,167.0,29,29,96,5.17,4.85,-0.52,0.22,101.1,5.65,8,0.8,,-0.1,2.3,27,.527,.505,"$9,167,000",Traded
534,515,Eduardo Nunez,32,BOS,1.0,1,0,1,9.00,4.67,-0.18,-0.31,102.0,4.64,0,0.0,.00,0.0,0.0,0,.454,.500,"$5,000,000",Free Agency
535,516,Darren O'Day,36,ATL,0.0,1,0,1,,,,,,,,,,0.0,,,,,"$9,000,000",Traded
536,517,Ryan O'Rourke*,31,NYM,1.1,2,0,0,0.00,4.48,-0.22,-0.30,93.0,4.08,1,0.1,2.41,0.0,0.1,1,.532,.500,,Free Agency
537,518,Scott Oberg,29,COL,56.0,49,0,18,2.89,4.79,-0.05,-0.33,119.9,5.41,16,1.7,1.48,0.3,2.4,21,.534,.510,"$1,300,000",Amateur Draft
538,519,Jake Odorizzi,29,MIN,147.1,28,28,62,3.79,4.76,-0.02,0.22,97.8,4.89,17,1.7,,-0.1,3.1,34,.562,.511,"$9,500,000",Traded
539,520,Seunghwan Oh,36,COL,18.1,21,0,19,9.33,4.81,-0.08,-0.33,122.3,5.58,-7,-0.7,1.02,0.0,-0.6,-6,.465,.496,"$2,500,000",Traded
540,521,Tyler Olson*,29,CLE,30.2,39,0,15,4.40,4.98,0.38,-0.33,106.0,4.53,0,0.0,.94,-0.1,0.3,4,.501,.500,"$560,900",Waivers
541,522,Luis Ortiz,23,BAL,3.1,1,1,4,10.80,5.00,-0.40,0.23,104.0,5.86,-2,-0.2,,0.0,-0.1,-1,.345,.499,,Traded
542,523,Josh Osich*,30,CHW,59.1,49,0,36,5.46,5.03,-0.44,-0.33,100.6,5.17,-2,-0.2,.64,-0.1,0.3,5,.496,.499,,Waivers
543,524,Jose Osuna,26,PIT,2.1,2,0,1,3.86,5.15,-0.53,-0.35,96.0,5.12,0,0.0,.01,0.0,0.0,1,.518,.500,,Amateur Free Agent
544,525,Roberto Osuna,24,HOU,57.0,58,0,20,3.16,4.97,0.30,-0.33,99.4,4.32,7,0.7,1.85,0.2,1.4,14,.512,.504,"$6,500,000",Traded
545,Rk,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary,Acquired
546,526,Corey Oswalt,25,NYM,6.2,2,0,9,12.15,4.76,-0.55,-0.03,98.1,5.18,-5,-0.4,.97,0.0,-0.4,-5,.295,.497,,Amateur Draft
547,527,Dan Otero,34,CLE,26.2,22,0,16,5.40,5.01,0.47,-0.33,102.5,4.31,-3,-0.3,.47,0.0,0.0,0,.485,.498,"$1,300,000",Purchased
548,528,Adam Ottavino,33,NYY,61.1,67,0,13,1.91,4.84,0.04,-0.32,95.3,4.27,16,1.6,1.38,0.1,2.3,23,.523,.510,"$9,000,000",Free Agency
549,529,Chris Owings,27,KCR,1.2,1,0,4,21.60,3.95,0.19,-0.26,106.0,3.72,-3,-0.2,.00,0.1,-0.1,-3,.255,.498,"$3,000,000",Free Agency
550,530,Chris Paddack,23,SDP,129.2,24,24,57,3.96,4.95,0.20,0.22,93.0,4.62,11,1.1,,-0.1,2.2,22,.546,.507,"$555,000",Traded
551,531,Emilio Pagan,28,TBR,61.2,58,0,16,2.34,5.05,0.18,-0.33,95.6,4.34,13,1.3,1.69,0.3,2.2,20,.523,.508,,Traded
552,532,Joe Palumbo*,24,TEX,10.2,4,3,14,11.81,5.54,-0.34,-0.04,117.2,6.86,-6,-0.5,1.17,0.0,-0.4,-5,.372,.497,,Amateur Draft
553,533,Thomas Pannone*,25,TOR,66.2,31,6,48,6.48,4.86,-0.12,-0.03,100.7,4.99,-11,-1.1,.78,0.0,-0.5,-4,.465,.493,"$560,100",Traded
554,534,Blake Parker,34,2TM,53.0,53,0,28,4.75,4.83,0.01,-0.32,97.7,4.38,-2,-0.2,1.27,-0.1,0.2,3,.496,.500,"$1,800,000",Free Agency
555,535,Gerardo Parra*,32,WSN,0.0,1,0,5,,,,,,,,,,0.0,,,,,,Free Agency
556,536,Wes Parsons,26,2TM,27.0,23,0,16,5.33,4.98,0.06,-0.34,111.0,5.10,0,0.0,1.05,0.0,0.2,2,.498,.500,"$565,000",Amateur Free Agent
557,537,James Paxton*,30,NYY,138.2,26,26,67,4.35,4.88,0.04,0.23,94.3,4.77,6,0.6,,-0.1,1.8,22,.522,.503,"$8,575,000",Traded
558,538,Joel Payamps,25,ARI,4.0,2,0,2,4.50,3.99,0.34,-0.27,102.0,3.44,0,0.0,.12,0.0,0.0,0,.479,.500,,Free Agency
559,539,Pedro Payano,24,TEX,22.0,6,4,17,6.95,5.22,-0.31,0.22,104.1,5.98,-3,-0.2,.58,0.0,0.0,0,.460,.499,,Free Agency
560,540,James Pazos*,28,COL,1.1,3,0,0,0.00,5.56,-0.06,-0.38,94.3,4.95,1,0.1,.79,0.0,0.1,1,.525,.500,,Traded
561,541,Brad Peacock,31,HOU,88.2,20,15,41,4.16,5.04,0.31,0.18,96.6,4.74,5,0.5,.98,-0.1,1.3,15,.525,.503,"$3,110,000",Traded
562,542,Felix Pena,29,LAA,96.1,22,7,56,5.23,5.31,-0.07,0.21,96.6,5.40,1,0.1,.82,-0.1,1.0,12,.505,.501,"$569,000",Traded
563,543,Freddy Peralta,23,MIL,78.2,34,8,55,6.29,4.72,0.19,-0.02,100.5,4.53,-15,-1.4,1.07,-0.1,-0.8,-8,.458,.491,"$564,600",Traded
564,544,Wandy Peralta*,27,2TM,34.1,40,0,23,6.03,4.82,0.20,-0.33,102.6,4.39,-6,-0.6,.78,0.0,-0.3,-3,.485,.496,"$570,000",Amateur Free Agent
565,545,Wily Peralta,30,KCR,40.1,42,0,28,6.25,5.04,0.09,-0.33,103.8,4.78,-7,-0.7,1.02,-0.1,-0.4,-2,.484,.496,"$2,250,000",Free Agency
566,546,Jose Peraza,25,CIN,1.1,2,0,0,0.00,5.11,0.18,-0.35,104.0,4.76,1,0.1,.00,0.0,0.1,1,.537,.500,"$2,775,000",Traded
567,547,Luis Perdomo,26,SDP,63.0,39,1,25,3.57,4.63,0.22,-0.29,99.2,4.09,4,0.4,1.02,-0.1,0.9,10,.511,.503,,Purchased
568,548,Cionel Perez*,23,HOU,9.0,5,0,10,10.00,4.91,0.40,-0.32,96.2,4.03,-6,-0.5,1.06,0.0,-0.5,-5,.394,.497,,Amateur Free Agent
569,549,Hernan Perez,28,MIL,3.0,3,0,1,3.00,4.61,0.19,-0.32,107.1,4.39,0,0.0,.00,0.0,0.1,1,.517,.500,"$2,500,000",Waivers
570,550,Martin Perez*,28,MIN,147.2,28,25,88,5.36,4.71,-0.03,0.19,98.8,4.86,-9,-0.9,.49,-0.1,0.5,8,.469,.495,"$3,500,000",Free Agency
571,Rk,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary,Acquired
572,551,Oliver Perez*,37,CLE,37.2,59,0,14,3.35,5.24,0.33,-0.35,103.8,4.74,6,0.5,1.26,0.0,0.9,10,.509,.503,"$2,500,000",Free Agency
573,552,Dillon Peters*,26,LAA,56.2,13,8,35,5.56,4.93,-0.08,0.20,102.0,5.32,-2,-0.2,.56,0.0,0.3,5,.486,.499,,Traded
574,553,Tim Peterson,28,NYM,7.1,6,0,4,4.91,4.90,-0.51,-0.34,91.4,4.64,0,0.0,.60,0.0,0.0,0,.497,.500,"$555,000",Amateur Draft
575,554,Yusmeiro Petit,34,OAK,74.1,72,0,23,2.78,5.09,0.12,-0.34,93.7,4.35,12,1.2,1.43,0.1,2.1,21,.517,.508,"$5,500,000",Free Agency
576,555,Jake Petricka,31,MIL,8.0,6,0,3,3.38,5.56,0.23,-0.38,92.4,4.57,1,0.1,.19,-0.1,0.1,2,.519,.501,,Free Agency
577,556,David Phelps,32,2TM,28.0,32,1,10,3.21,4.98,-0.04,-0.33,99.4,4.66,4,0.4,1.20,0.0,0.7,7,.514,.501,"$2,500,000",Traded
578,557,Evan Phillips,24,BAL,20.1,19,0,19,8.41,5.37,-0.36,-0.35,102.0,5.49,-7,-0.6,.85,0.0,-0.4,-4,.467,.496,,Traded
579,558,Michael Pineda,30,MIN,146.0,26,26,68,4.19,4.69,-0.02,0.22,98.2,4.84,10,1.0,,-0.1,2.3,26,.537,.506,"$8,000,000",Free Agency
580,559,Ricardo Pinto,25,TBR,2.1,2,0,4,15.43,4.49,0.38,-0.30,94.0,3.58,-3,-0.3,.08,0.1,-0.1,-3,.368,.498,,Free Agency
581,560,Nick Pivetta,26,PHI,91.1,28,13,64,6.31,4.94,0.12,0.08,102.6,5.03,-12,-1.2,.86,-0.1,-0.4,-4,.458,.493,"$598,000",Traded
582,561,Kevin Plawecki,28,CLE,2.0,2,0,0,0.00,5.26,0.37,-0.35,106.0,4.82,1,0.1,.00,-0.1,0.1,1,.553,.501,"$1,137,000",Traded
583,562,Zach Plesac,24,CLE,97.1,18,18,46,4.25,4.63,0.37,0.21,105.3,4.72,4,0.4,,-0.1,1.3,16,.524,.503,,Amateur Draft
584,563,Adam Plutko,27,CLE,93.1,17,16,48,4.63,4.82,0.40,0.20,102.7,4.75,1,0.1,.04,-0.1,0.9,11,.504,.500,,Amateur Draft
585,564,Colin Poche*,25,TBR,43.1,41,0,22,4.57,5.04,0.17,-0.33,95.2,4.32,-2,-0.1,1.79,-0.2,0.1,3,.497,.499,,Traded
586,565,Drew Pomeranz*,30,2TM,94.1,37,18,57,5.44,4.94,0.25,0.10,96.3,4.61,-8,-0.7,1.20,0.0,0.1,0,.480,.497,"$1,500,000",Traded
587,566,Daniel Ponce de Leon,27,STL,45.2,12,8,21,4.14,4.76,0.24,0.14,91.5,4.27,1,0.1,.36,0.0,0.5,5,.509,.501,,Amateur Draft
588,567,Sean Poppen,25,MIN,8.1,4,0,7,7.56,4.69,-0.02,-0.31,95.7,4.21,-3,-0.3,.22,0.1,-0.1,-2,.428,.498,,Amateur Draft
589,568,Rick Porcello,30,BOS,157.1,29,29,109,6.24,4.92,-0.15,0.23,107.2,5.69,-11,-1.0,,-0.1,0.4,8,.466,.494,"$21,125,000",Traded
590,569,Brooks Pounders,28,NYM,7.1,7,0,5,6.14,4.73,-0.56,-0.32,97.4,4.84,-1,-0.1,.74,0.0,0.0,0,.486,.499,,Purchased
591,570,Bobby Poyner*,26,BOS,6.0,5,0,7,10.50,4.89,-0.16,-0.32,108.9,5.15,-4,-0.3,.77,0.0,-0.3,-3,.434,.498,,Amateur Draft
592,571,Ryan Pressly,30,HOU,50.1,51,0,15,2.68,4.95,0.27,-0.33,98.2,4.27,9,0.8,1.62,0.1,1.5,14,.517,.505,"$2,900,000",Traded
593,572,David Price*,33,BOS,107.1,22,22,57,4.78,4.98,-0.12,0.23,101.8,5.44,7,0.7,,-0.1,1.7,20,.532,.504,"$31,000,000",Free Agency
594,573,Austin Pruitt,29,TBR,42.2,12,2,21,4.43,4.70,0.24,0.00,97.2,4.34,-1,-0.1,.90,-0.1,0.3,4,.494,.500,,Amateur Draft
595,574,A.J. Puk*,24,OAK,5.1,5,0,2,3.38,4.83,0.09,-0.32,93.7,4.14,0,0.0,1.25,0.0,0.1,1,.508,.500,,Amateur Draft
596,575,Cal Quantrill,24,SDP,95.0,21,16,56,5.31,4.74,0.23,0.15,97.3,4.53,-7,-0.7,1.24,-0.1,0.0,1,.466,.496,,Amateur Draft
597,Rk,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary,Acquired
598,576,Jose Quijada*,23,MIA,26.0,29,0,20,6.92,5.13,-0.01,-0.35,94.2,4.51,-7,-0.7,1.27,-0.1,-0.6,-5,.477,.496,,Amateur Free Agent
599,577,Roman Quinn,26,PHI,3.1,2,0,3,8.10,5.15,0.17,-0.35,104.0,4.80,-1,-0.1,1.19,0.0,-0.1,-1,.443,.499,"$559,000",Amateur Draft
600,578,Jose Quintana*,30,CHC,157.1,28,27,77,4.40,4.80,0.06,0.20,101.2,4.99,12,1.2,1.17,-0.1,2.5,25,.543,.507,"$10,500,000",Traded
